RECORD_ID,PUBLISHED_DATE,DATE_LAST_MODIFIED,AGENCY_ACRONYM,AGENCY_NAME,DATA_OWNER,DATASET_NAME,DATASET_SUMMARY,DATASET_CLASSIFICATION_NAME,DATASET_CLASSIFICATION_REASON,DATASET_TYPE,DATASET_CATEGORY,KEYWORDS,EARLIEST_DATE_OF_RECORDS,UPDATE_INTERVAL,INTEREST,DATASET_URL,OBJECTID,OPENDATA_PORTAL
4540,2018-03-11,2018-02-01 00:00:00,DBH,Department of Behavioral Health,DBH,Substance use provider agency staff,Names and credentials of staff working for substance use treatment and recovery provider agencies. Only DC government staff information would be public.,Open,Contains names of and information about employees.,Database,Health,"health, substance use, staff",2009-01-01,Daily,Occasional Requests,,1713,No
4541,2018-03-11,2018-01-03 00:00:00,DBH,Department of Behavioral Health,DBH,Consumer/client satisfaction,"The results of  the consumer satisfaction survey are entered in the QuickBase application.  Surveyor productivity is also tracked, as well as quality assurance metrics.",Confidential,"The dataset contains Personally Identifiable Information (PII), including consumer/client's name and date of birth.",Database,Health,"health, satisfaction, mental health, substance use",2014-10-01,Real-Time/Near Real-Time,Occasional Requests,,1714,No
4542,2018-03-11,2018-02-01 00:00:00,DBH,Department of Behavioral Health,DBH,Crisis Intervention Officer Roster,"The roster of Crisis Intervention Officers trained, demographic information, training dates.",Open,The roster contains the names and CADs of MPD and other agency officers trained through the CIO program.  Only DC government employees' information would be public.,Database,Public Safety,"public safety, behavioral health, police",2009-04-27,Quarterly,Occasional Requests,,1715,No
4543,2018-03-11,2018-02-01 00:00:00,DBH,Department of Behavioral Health,DBH,Substance use treatment and recovery service data,A service-level dataset of interventions received by clients. Does not include individual client data.,Confidential,The dataset contains Personally Identifiable Information (PII) and Protected Health Information (PHI) from consumers' electronic health records.,Database,Health,"health, substance use, services",2009-01-01,Daily,Occasional Requests,,1716,No
4544,2018-03-11,,DBH,Department of Behavioral Health,DBH,Community Services Reviews,"This database contains information about Community Service Reviews (case-based qualitative reviews).  It includes consumer demographics and protected health information, as well as information about the status of the consumer and progress towards clinical goals.",Confidential,"This dataset contains protected health information (diagnosis, service details, demographics), which is Personally Identifiable Information (PII) and Protected Health Information (PHI).",Other,Health,"health, behavioral health, quality",,Yearly,Occasional Requests,,1717,No
4545,2018-03-11,2018-01-30 00:00:00,DCHR,DC Human Resources,DCHR-Strategic Human Capital,Electronic Official Personnel Files,A document repository program that stores scanned OPF documents.,Confidential,This data contains Personally Identifiable Information (PII) and is protected per 6-B DCMR 3100 et seq.,Other,Government Operations,"official personnel file, OPF",,Daily,NULL,,1718,No
4546,2018-03-11,2018-02-02 00:00:00,DCHR,DC Human Resources,DCHR-Strategic Human Capital,Employee Performance Management,"This dataset reflects the performance evaluations, ratings, and plans for employees. ",Confidential,This data contains Personally Identifiable Information (PII) and  is protected per 6-B DCMR 3100 et seq.,Database,Government Operations,"Performance, review",,Real-Time/Near Real-Time,NULL,,1719,No
4547,2018-03-11,2018-02-02 00:00:00,DCHR,DC Human Resources,DCHR-Human Resources Solution Administration,Salaries,This dataset reflects individual employee salaries and is updated on a quarterly basis on DCHR's website.,Open,,Database,Government Operations," salaries, salary",,Quarterly,NULL,https://dchr.dc.gov/public-employee-salary-information,1720,No
4548,2018-03-11,2018-02-02 00:00:00,DCHR,DC Human Resources,DCHR - Office of Pay and Retirement Services,Time and Attendance,This dataset reflects the time and attendance of employees.,Confidential,This data contains Personally Identifiable Information (PII) and is protected per 6-B DCMR 3100 et seq.,Database,Government Operations,"time, attendance",,Real-Time/Near Real-Time,NULL,,1721,No
4549,2018-03-11,2018-02-02 00:00:00,DCHR,DC Human Resources,DCHR-Center for Learning and Development,Employee Training,This dataset reflects employee participation in educational courses or training  programs for employees.,Confidential,This data contains Personally Identifiable Information (PII) and is protected per 6-B DCMR 3100 et seq.,Database,Government Operations,"training, education, course",,Real-Time/Near Real-Time,NULL,,1722,No
4550,2018-03-11,2018-01-30 00:00:00,DCHR,DC Human Resources,DCHR-Strategic Human Capital,Personnel Records Management,"A web-based application used to catalog Official Personnel Files (OPFs), track the movement of OPFs, and respond to requests to view OPFs.",Confidential,This data contains Personally Identifiable Information (PII) and is protected per 6-B DCMR 3100 et seq.,Database,Government Operations,"official personnel file, OPF",,Real-Time/Near Real-Time,NULL,,1723,No
4551,2018-03-11,2018-01-30 00:00:00,DCHR,DC Human Resources,DCHR-Policy and Compliance,Applicant Screening,A web-based application used to display employment screening results provided through a third-party vendor.,Confidential,This data contains Personally Identifiable Information (PII) and is protected per 6-B DCMR 3100 et seq.,Other,Government Operations,"applicant, screening, fingerprint",,Real-Time/Near Real-Time,NULL,,1724,No
4552,2018-03-11,2018-01-30 00:00:00,DCHR,DC Human Resources,DCHR-Policy and Compliance,Electronic Fingerprinting,A web-based application used to submit applicant and employee fingerprints for criminal background  screenings.,Confidential,This data contains Personally Identifiable Information (PII) and is protected per 6-B DCMR 3100 et seq.,Other,Government Operations,"fingerprinting, criminal background, screening",,Real-Time/Near Real-Time,NULL,,1725,No
4553,2018-03-11,2018-01-30 00:00:00,DCHR,DC Human Resources,DCHR-Benefits and Retirement Administration,Employee Benefits,"This dataset reflects employee participation in the benefit programs such as health, life, vision and dental insurance plans, retirement and savings plans, employee assistance plans and other wellness and benefits programming.",Confidential,This data contains Personally Identifiable Information (PII) and is protected per 6-B DCMR 3100 et seq.,Database,Government Operations,"health benefits, dental, vision, retirement",,Real-Time/Near Real-Time,Unknown,,1726,No
4554,2018-03-11,2018-01-30 00:00:00,DCHR,DC Human Resources,DCHR-Human Resources Solution Administration,Recruitment and Staffing,This dataset houses all applicant profiles and application submissions along with 11B approvals and documents related to the hires.,Confidential,This data contains Personally Identifiable Information (PII) and is protected per 6-B DCMR 3100 et seq.,Database,Government Operations," candidate, applicant",,Real-Time/Near Real-Time,NULL,,1727,No
4555,2018-03-11,2017-12-27 00:00:00,DCOA,District of Columbia Office on Aging,DCOA,Customer Service Tracking and Reporting System (CSTARS),"DCOA is responsible for advocating, planning, implementing, and monitoring programs in health, education, employment, and social services which promote longevity, independence, dignity and choice for District of Columbia residents 60 years of age and older and persons 18 years of age and older with disabilities. DCOA operates the Aging and Disability Resource Center (?ADRC?), a one-stop resource, providing information, referral and assistance; options counseling; and person-centered planning for persons receiving 1915(i) State Plan services. DCOA?s ADRC is the Local Contact Agency (?LCA?) for individuals in nursing homes who, in response to Section Q of the Minimum Data Set (MDS) that nursing homes are required to complete, indicate an inte",Confidential,"The database includes client demographic data, medical records and grantee budget information. The dataset contains Protected Health Information (PHI)  and Personally Identifiable Information (PII). The dataset is also exempt from disclosure under  D.C. Code ? 2-534(a)(2).",Database,Public Services,"public service, Seniors, Aging, Social Services,",2007-10-01,Daily,Frequent Requests,,1728,No
4556,2018-03-11,2017-12-27 00:00:00,DCOA,District of Columbia Office on Aging,DCOA,Meals Tracker,"Tracks the meal delivery service known as ""meals on wheels"" and includes the demographics of persons served.",Confidential,This dataset contains client demographics that include Personally Identifiable Information (PII). This information is exempt from disclosure under D.C. Code ? 2-534(a)(2).,Database,Public Services,"public service, Aging, Senior Services, Food Assistance",2007-10-01,Daily,NULL,,1729,No
